Manuf,Vendor Part No,Description,List Price
Palo Alto Networks,PAN-ENT-SUB-ELA-P-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier P",5082000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-Q-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier Q",2100000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-Q-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier Q",5544000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-R-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier R",2275000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-R-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier R",6006000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-S-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier S",2450000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-S-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier S",6468000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-T-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier T",2625000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-T-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier T",6930000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-U-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier U",2800000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-U-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier U",7392000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-V-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier V",2975000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-V-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier V",7854000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-W-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier W",3150000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-W-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier W",8316000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-X-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier X",3325000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-X-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier X",8778000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-Y-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier Y",3437500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-Y-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier Y",9034000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-Z-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier Z",3767500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-Z-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier Z",9892000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AA-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier AA",4095000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AA-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier AA",10742000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-BB-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier BB",4420000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-BB-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier BB",11583000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-CC-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier CC",4742500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-CC-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier CC",12417000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-DD-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier DD",5062500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-DD-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier DD",13242000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-EE-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier EE",5380000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-EE-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier EE",14058000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-FF-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier FF",5695000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-FF-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier FF",14867000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-GG-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier GG",6007500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-GG-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier GG",15667000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-HH-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier HH",6317500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-HH-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier HH",16459000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-II-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier II",6625000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-II-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier II",17243000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-JJ-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier JJ",7232500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-JJ-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier JJ",18786000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-KK-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier KK",7830000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-KK-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier KK",20295000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-LL-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier LL",8417500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-LL-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier LL",21772000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-MM-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier MM",8995000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-MM-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier MM",23216000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-NN-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier NN",9562500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-NN-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier NN",24627000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-OO-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier OO",10120000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-OO-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier OO",26004000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-PP-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier PP",10667500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-PP-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier PP",27349000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-QQ-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier QQ",11205000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-QQ-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier QQ",28661000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-RR-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier RR",11732500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-RR-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier RR",29940000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-SS-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier SS",12250000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-SS-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier SS",31185000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-TT-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier TT",12775000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-TT-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier TT",32456000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-UU-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier UU",13291667.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-UU-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier UU",33699000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-VV-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier VV",13800000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-VV-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier VV",34914000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-WW-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier WW",14300000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-WW-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier WW",36102000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-XX-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier XX",14687500.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-XX-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier XX",36919000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-YY-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier YY",15249000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-YY-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier YY",38310000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-ZZ-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier ZZ",15795000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-ZZ-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier ZZ",39650000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AB-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier AB",16380000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AB-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier AB",41118000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AC-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier AC",16965000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AC-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier AC",42587000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AD-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier AD",17550000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AD-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier AD",44055000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AE-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier AE",18135000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AE-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier AE",45524000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AF-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier AF",18720000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AF-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier AF",46992000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AG-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier AG",19305000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AG-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier AG",48461000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AH-1YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 1 year, Tier AH",19890000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AH-3YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 3 year, Tier AH",49929000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-A-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier A",240000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-A-3YR,"Enterprise Support Agreement, 3 year Premium Support, Tier A",576000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-B-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier B",280000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-B-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier B",672000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-C-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier C",320000.0000
,,,
Palo Alto Networks,PAN-ENT-PREM-ESA-C-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier C",768000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-D-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier D",360000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-D-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier D",864000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-E-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier E",400000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-E-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier E",960000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-F-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier F",440000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-F-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier F",1056000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-G-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier G",480000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-G-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier G",1152000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-H-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier H",520000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-H-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier H",1248000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-I-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier I",560000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-I-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier I",1344000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-J-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier J",600000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-J-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier J",1440000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-K-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier K",640000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-K-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier K",1536000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-L-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier L",680000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-L-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier L",1632000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-M-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier M",720000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-M-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier M",1728000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-N-1YR,"Enterprise Support Agreement, 1 year Premium Support, Tier N",760000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-N-3YR,"Enterprise Support Agreement, 3 years Premium Support, Tier N",1824000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-O-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier O",867500.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-O-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier O",2094000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-P-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier P",944875.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-P-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier P",2279700.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-Q-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier Q",1022000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-Q-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier Q",2464800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-R-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier R",1098875.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-R-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier R",2649300.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-S-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier S",1175500.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-S-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier S",2833200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-T-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier T",1251875.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-T-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier T",3016500.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-U-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier U",1328000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-U-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier U",3199200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-V-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier V",1403875.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-V-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier V",3381300.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-W-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier W",1479500.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-W-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier W",3562800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-X-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes a TAM, Tier X",1554875.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-X-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes a TAM, Tier X",3743700.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-Y-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier Y",1735000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-Y-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier Y",4164000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-Z-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier Z",1884500.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-Z-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier Z",4522800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AA-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier AA",2033000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AA-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier AA",4879200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-BB-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier BB",2180500.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-BB-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier BB",5233200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-CC-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier CC",2327000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-CC-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier CC",5584800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-DD-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier DD",2472500.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-DD-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier DD",5934000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-EE-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier EE",2617000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-EE-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier EE",6280800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-FF-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier FF",2760500.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-FF-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier FF",6625200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-GG-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier GG",2903000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-GG-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier GG",6967200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-HH-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier HH",3044500.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-HH-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier HH",7306800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-II-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus , Tier II",3185000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-II-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus , Tier II",7644000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-JJ-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus , Tier JJ",3463000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-JJ-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus , Tier JJ",8311200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-KK-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus , Tier KK",3737000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-KK-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus , Tier KK",8968800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-LL-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus , Tier LL",4007000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-LL-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus , Tier LL",9616800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-MM-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus , Tier MM",4273000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-MM-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus , Tier MM",10255200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-NN-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier NN",4720000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-NN-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier NN",11328000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-OO-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier OO",4978000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-OO-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier OO",11947200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-PP-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier PP",5232000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-PP-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier PP",12556800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-QQ-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier QQ",5482000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-QQ-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier QQ",13156800.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-RR-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier RR",5728000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-RR-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier RR",13747200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-SS-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier SS",5970000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-SS-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier SS",14328000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-TT-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier TT",6215000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-TT-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier TT",14916000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-UU-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier UU",6456666.6699
Palo Alto Networks,PAN-ENT-PREM-ESA-UU-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier UU",15496000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-VV-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier VV",6695000.0000
