Manuf,Vendor Part No,Description,List Price
Palo Alto Networks,PAN-VM-300-PERP-BASC-PREMUSG-5YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 5 year, Renewal",3200.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREM-1YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-300, Threat Prevention subscription, and Premium
Support",5000.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREM-1YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 1
year, Renewal",1400.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREM-3YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-300, Threat Prevention subscription, and Premium
Support, 3 year",7100.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREM-3YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 3
year, Renewal",3400.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREM-5YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-300, Threat Prevention subscription, and Premium
Support, 5 year",9400.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREM-5YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 5
year, Renewal",5600.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREMUSG-1YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-300, Threat Prevention subscription, and US
Government Premium Support",5100.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREMUSG-1YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 1 year, Renewal",1500.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREMUSG-3YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-300, Threat Prevention subscription, and US
Government Premium Support, 3 year",7300.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREMUSG-3YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 3 year, Renewal",3600.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREMUSG-5YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-300, Threat Prevention subscription, and US
Government Premium Support, 5 year",9800.0000
Palo Alto Networks,PAN-VM-300-PERP-BND1-PREMUSG-5YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 5 year, Renewal",6000.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREM-1YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support",6100.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREM-1YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 1 year, Renewal",2500.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREM-3YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support, 3 year",9600.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREM-3YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 3 year, Renewal",6000.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREM-5YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support, 5 year",13700.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREM-5YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 5 year, Renewal",10000.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREMUSG-1YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support",6200.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREMUSG-1YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 1 year, Renewal",2600.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREMUSG-3YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 3 year",9900.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREMUSG-3YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 3 year, Renewal",6200.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREMUSG-5YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 5 year",14100.0000
,,,
Palo Alto Networks,PAN-VM-300-PERP-BND2-PREMUSG-5YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 5 year, Renewal",10400.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREM-1YR,Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and Premium Support,12200.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREM-1YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 1 year, Renewal",2000.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREM-3YR,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and Premium Support, 3 year",15100.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREM-3YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 3 year, Renewal",4800.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREM-5YR,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and Premium Support, 5 year",18400.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREM-5YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 5 year, Renewal",8000.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREMUSG-1YR,Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and US Government Premium Support,12500.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREMUSG-1YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 1 year, Renewal",2300.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREMUSG-3YR,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and US Government Premium Support, 3 year",15800.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREMUSG-3YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 3 year, Renewal",5500.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREMUSG-5YR,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and US Government Premium Support, 5 year",19600.0000
Palo Alto Networks,PAN-VM-500-PERP-BASC-PREMUSG-5YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 5 year, Renewal",9200.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREM-1YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and Premium
Support",14300.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREM-1YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 1
year, Renewal",4100.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREM-3YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and Premium
Support, 3 year",20000.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREM-3YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 3
year, Renewal",9800.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREM-5YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and Premium
Support, 5 year",26500.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREM-5YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 5
year, Renewal",16400.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREMUSG-1YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and US
Government Premium Support",14600.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREMUSG-1YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 1 year, Renewal",4400.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREMUSG-3YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and US
Government Premium Support, 3 year",20700.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREMUSG-3YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 3 year, Renewal",10600.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREMUSG-5YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and US
Government Premium Support, 5 year",27700.0000
Palo Alto Networks,PAN-VM-500-PERP-BND1-PREMUSG-5YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 5 year, Renewal",17600.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREM-1YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support",17300.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREM-1YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 1 year, Renewal",7100.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREM-3YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support, 3 year",27300.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREM-3YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 3 year, Renewal",17000.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREM-5YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support, 5 year",38800.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREM-5YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 5 year, Renewal",28400.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREMUSG-1YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support",17600.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREMUSG-1YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 1 year, Renewal",7400.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREMUSG-3YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 3 year",28100.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREMUSG-3YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 3 year, Renewal",17800.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREMUSG-5YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 5 year",40000.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-PREMUSG-5YR-R,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 5 year, Renewal",29600.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREM-1YR,Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and Premium Support,26200.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREM-1YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 1 year, Renewal",4400.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREM-3YR,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and Premium Support, 3 year",32300.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREM-3YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 3 year, Renewal",10600.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREM-5YR,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and Premium Support, 5 year",39200.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREM-5YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 5 year, Renewal",17600.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREMUSG-1YR,Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and US Government Premium Support,26800.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREMUSG-1YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 1 year, Renewal",5000.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREMUSG-3YR,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and US Government Premium Support, 3 year",33800.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREMUSG-3YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 3 year, Renewal",12000.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREMUSG-5YR,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and US Government Premium Support, 5 year",41900.0000
Palo Alto Networks,PAN-VM-700-PERP-BASC-PREMUSG-5YR-R,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 5 year, Renewal",20000.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREM-1YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and Premium
Support",30500.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREM-1YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 1
year, Renewal",8700.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREM-3YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and Premium
Support, 3 year",42700.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREM-3YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 3
year, Renewal",20900.0000
,,,
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREM-5YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and Premium
Support, 5 year",56700.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREM-5YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 5
year, Renewal",34800.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREMUSG-1YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and US
Government Premium Support",31200.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREMUSG-1YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 1 year, Renewal",9400.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREMUSG-3YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and US
Government Premium Support, 3 year",44300.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREMUSG-3YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 3 year, Renewal",22600.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREMUSG-5YR,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and US
Government Premium Support, 5 year",59300.0000
Palo Alto Networks,PAN-VM-700-PERP-BND1-PREMUSG-5YR-R,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 5 year, Renewal",37600.0000
Palo Alto Networks,PAN-VM-700-PERP-BND2-PREM-1YR,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support",37100.0000
